,Time,SC,EX,Brent_Adj,WTI_Adj,DIFF_Brent_SC,DIFF_WTI_SC
243,2018-04-16 23:00:00,425.9,6.2811,458.834355,430.380972,32.93435500000004,4.480972000000008
244,2018-04-16 23:30:00,423.2,6.2811,458.645922,430.380972,35.445921999999996,7.180971999999997
245,2018-04-17 00:00:00,423.9,6.2764,458.42825600000003,430.309984,34.528256000000056,6.409984000000009
246,2018-04-17 00:30:00,424.3,6.2764,458.61654799999997,430.43551199999996,34.316547999999955,6.135511999999949
247,2018-04-17 01:00:00,423.9,6.2764,458.42825600000003,430.24721999999997,34.528256000000056,6.347219999999993
248,2018-04-17 01:30:00,423.7,6.2764,458.365492,430.058928,34.66549200000003,6.358927999999992
249,2018-04-17 02:00:00,422.9,6.2764,458.742076,430.37274799999994,35.84207600000002,7.472747999999967
250,2018-04-17 02:30:00,422.1,6.2764,459.558008,431.31420799999995,37.45800799999995,9.214207999999928
251,2018-04-17 09:00:00,424.8,6.2764,454.348596,425.100572,29.548595999999975,0.3005719999999883
252,2018-04-17 09:30:00,425.2,6.2764,456.54533599999996,426.669672,31.345335999999975,1.4696720000000028
253,2018-04-17 10:00:00,424.9,6.2764,458.051672,428.36429999999996,33.15167200000002,3.46429999999998
254,2018-04-17 10:30:00,424.7,6.2764,457.675088,428.17600799999997,32.97508800000003,3.476007999999979
255,2018-04-17 11:00:00,425.7,6.2764,457.48679599999997,428.17600799999997,31.78679599999998,2.476007999999979
256,2018-04-17 11:30:00,425.4,6.2764,455.792168,427.171784,30.392168000000026,1.7717840000000251
257,2018-04-17 13:30:00,425.5,6.2764,456.3570439999999,428.238772,30.857043999999917,2.738771999999983
258,2018-04-17 14:00:00,425.2,6.2764,457.73785200000003,429.9334,32.53785200000004,4.733400000000017
259,2018-04-17 14:30:00,425.2,6.2764,457.73785200000003,429.996164,32.53785200000004,4.796164000000033
260,2018-04-17 15:00:00,427.4,6.2764,457.92614399999997,430.184456,30.526143999999988,2.7844560000000342
261,2018-04-17 21:00:00,422.1,6.2764,459.997356,431.94184799999994,37.897356,9.841847999999914
262,2018-04-17 21:30:00,421.7,6.2764,459.74629999999996,431.753556,38.046299999999974,10.053556000000015
263,2018-04-17 22:00:00,422.6,6.2764,459.934592,432.067376,37.33459199999999,9.467376000000002
264,2018-04-17 22:30:00,423.5,6.2764,460.06012,432.00461199999995,36.56011999999998,8.504611999999952
265,2018-04-17 23:00:00,423.5,6.2764,460.311176,432.318432,36.81117599999999,8.818431999999973
266,2018-04-17 23:30:00,423.9,6.2764,459.997356,432.067376,36.09735600000005,8.167376000000047
267,2018-04-18 00:00:00,423.3,6.2854,460.97123600000003,432.93835199999995,37.67123600000002,9.63835199999994
268,2018-04-18 00:30:00,423.8,6.2854,460.97123600000003,432.93835199999995,37.17123600000002,9.13835199999994
269,2018-04-18 01:00:00,424.0,6.2854,461.788338,433.881162,37.78833800000001,9.881162000000018
270,2018-04-18 01:30:00,425.5,6.2854,462.165462,434.195432,36.66546199999999,8.695431999999983
271,2018-04-18 02:00:00,425.7,6.2854,462.165462,434.38399400000003,36.465462,8.683994000000041
272,2018-04-18 02:30:00,426.3,6.2854,461.599776,433.75545400000004,35.29977600000001,7.4554540000000316
273,2018-04-18 09:00:00,427.7,6.2854,466.37668,439.53802200000007,38.67668000000003,11.83802200000008
274,2018-04-18 09:30:00,428.0,6.2854,465.37101600000005,438.46950400000003,37.371016000000054,10.469504000000029
275,2018-04-18 10:00:00,428.0,6.2854,466.81665799999996,439.789438,38.81665799999996,11.789438000000018
276,2018-04-18 10:30:00,428.1,6.2854,467.44519800000006,440.29227,39.34519800000004,12.19226999999995
277,2018-04-18 11:00:00,428.2,6.2854,468.2623,441.046518,40.06229999999999,12.846518000000003
278,2018-04-18 11:30:00,428.6,6.2854,466.12526399999996,439.098044,37.525263999999936,10.498043999999993
279,2018-04-18 13:30:00,429.2,6.2854,467.759468,440.669394,38.55946800000004,11.469394000000023
280,2018-04-18 14:00:00,429.9,6.2854,470.273628,442.80643000000003,40.373628,12.906430000000057
281,2018-04-18 14:30:00,430.3,6.2854,470.77646000000004,443.309262,40.47646000000003,13.009261999999978
282,2018-04-18 15:00:00,429.7,6.2854,471.40500000000003,443.937802,41.70500000000004,14.237801999999988
283,2018-04-18 21:00:00,435.6,6.2854,472.09639400000003,444.566342,36.49639400000001,8.966341999999997
284,2018-04-18 21:30:00,438.3,6.2854,471.782124,444.12636399999997,33.482124,5.8263639999999555
285,2018-04-18 22:00:00,438.4,6.2854,472.15924800000005,444.503488,33.75924800000007,6.103488000000027
286,2018-04-18 22:30:00,438.0,6.2854,472.284956,444.566342,34.28495600000002,6.56634200000002
287,2018-04-18 23:00:00,437.3,6.2854,472.787788,445.194882,35.487787999999966,7.8948819999999955
288,2018-04-18 23:30:00,437.8,6.2854,473.41632799999996,445.572006,35.61632799999995,7.772005999999976
289,2018-04-19 00:00:00,436.3,6.2778,472.46722800000003,444.719352,36.16722800000002,8.419352000000003
290,2018-04-19 00:30:00,436.0,6.2778,472.46722800000003,444.907686,36.467228000000034,8.907686000000012
291,2018-04-19 01:00:00,435.8,6.2778,472.53000599999996,444.78213,36.730005999999946,8.982129999999984
292,2018-04-19 01:30:00,436.2,6.2778,472.27889400000004,444.342684,36.07889400000005,8.142684000000031
293,2018-04-19 02:00:00,436.6,6.2778,471.77667,443.96601599999997,35.17667,7.366015999999945
294,2018-04-19 02:30:00,439.0,6.2778,472.53000599999996,444.531018,33.53000599999996,5.531018000000017
295,2018-04-19 09:00:00,440.2,6.2778,475.54335,446.47713600000003,35.34334999999999,6.277136000000041
296,2018-04-19 09:30:00,439.3,6.2778,473.15778600000004,444.279906,33.85778600000003,4.979905999999971
297,2018-04-19 10:00:00,439.4,6.2778,475.920018,446.791026,36.52001800000005,7.391026000000011
298,2018-04-19 10:30:00,439.7,6.2778,475.10390400000006,445.91213400000004,35.40390400000007,6.212134000000049
299,2018-04-19 11:00:00,439.5,6.2778,476.86168799999996,447.35602800000004,37.36168799999996,7.8560280000000375
300,2018-04-19 11:30:00,440.1,6.2778,474.538902,444.719352,34.438901999999985,4.619351999999992
301,2018-04-19 13:30:00,440.2,6.2778,471.46277999999995,441.45489599999996,31.262779999999964,1.2548959999999738
302,2018-04-19 14:00:00,440.0,6.2778,471.525558,441.32934,31.52555799999999,1.329340000000002
303,2018-04-19 14:30:00,439.7,6.2778,470.58388799999994,440.199336,30.883887999999956,0.499336000000028
304,2018-04-19 15:00:00,440.6,6.2778,470.897778,440.76433799999995,30.297777999999994,0.1643379999999297
305,2018-04-19 21:00:00,442.4,6.2778,470.960556,440.827116,28.56055600000002,-1.5728839999999877
306,2018-04-19 21:30:00,442.2,6.2778,471.90222600000004,441.58045200000004,29.702226000000053,-0.619547999999952
307,2018-04-19 22:00:00,441.3,6.2778,471.90222600000004,442.33378799999997,30.60222600000003,1.0337879999999586
308,2018-04-19 22:30:00,442.3,6.2778,471.588336,441.64322999999996,29.288336000000015,-0.6567700000000514
309,2018-04-19 23:00:00,441.8,6.2778,471.08611200000007,440.76433799999995,29.28611200000006,-1.035662000000059
310,2018-04-19 23:30:00,442.4,6.2778,471.337224,441.01545,28.937224000000015,-1.3845499999999902
311,2018-04-20 00:30:00,441.0,6.2898,472.301082,441.9842459999999,31.301082000000008,0.9842459999999278
312,2018-04-20 01:00:00,438.8,6.2898,471.231816,440.789184,32.43181599999997,1.989183999999966
313,2018-04-20 01:30:00,437.1,6.2898,471.35761199999996,440.852082,34.25761199999994,3.752081999999973
314,2018-04-20 02:00:00,437.3,6.2898,471.67210199999994,440.852082,34.37210199999993,3.5520819999999844
315,2018-04-20 02:30:00,437.6,6.2898,471.98659200000003,441.29236799999995,34.38659200000001,3.692367999999931
316,2018-04-20 09:00:00,437.7,6.2898,468.149814,438.08457,30.449814000000003,0.3845699999999965
317,2018-04-20 09:30:00,437.0,6.2898,467.64662999999996,438.08457,30.64662999999996,1.0845699999999852
318,2018-04-20 10:00:00,438.2,6.2898,468.778794,438.39905999999996,30.578794000000016,0.19905999999997448
319,2018-04-20 10:30:00,438.8,6.2898,470.28834599999993,440.474694,31.488345999999922,1.6746939999999881
320,2018-04-20 11:00:00,437.7,6.2898,470.414142,440.537592,32.71414200000004,2.837592000000029
321,2018-04-20 11:30:00,438.0,6.2898,471.797898,441.85844999999995,33.797897999999975,3.858449999999948
322,2018-04-20 13:30:00,437.0,6.2898,473.11875599999996,442.424532,36.11875599999996,5.424531999999999
323,2018-04-20 14:00:00,437.3,6.2898,473.7477359999999,441.921348,36.44773599999991,4.621348000000012
324,2018-04-23 09:00:00,437.9,6.3044,470.6234600000001,437.58840399999997,32.7234600000001,-0.31159600000000864
325,2018-04-23 09:30:00,437.7,6.3044,470.686504,437.084052,32.986504000000025,-0.615948000000003
326,2018-04-23 10:00:00,439.1,6.3044,472.13651600000003,438.21884400000005,33.036516000000006,-0.8811559999999758
327,2018-04-23 10:30:00,438.8,6.3044,473.334352,439.29059200000006,34.53435200000001,0.4905920000000492
328,2018-04-23 11:00:00,439.2,6.3044,475.16262800000004,440.803648,35.96262800000005,1.603648000000021
329,2018-04-23 13:30:00,439.6,6.3044,478.50396000000006,444.77542,38.90396000000004,5.175419999999974
330,2018-04-23 14:00:00,440.2,6.3044,479.38657600000005,445.531948,39.18657600000006,5.331948000000011
331,2018-04-23 14:30:00,439.6,6.3044,479.76484,446.28847600000006,40.16483999999997,6.688476000000037
332,2018-04-23 15:00:00,439.7,6.3044,481.15180799999996,447.29718,41.45180799999997,7.597180000000037
333,2018-04-23 21:00:00,433.4,6.3044,480.08006000000006,446.477608,46.68006000000008,13.077607999999998
334,2018-04-23 21:30:00,435.0,6.3044,480.332236,446.918916,45.33223600000002,11.918916000000024
335,2018-04-23 22:00:00,435.4,6.3044,480.521368,446.9819600000001,45.12136800000002,11.581960000000095
336,2018-04-23 22:30:00,436.2,6.3044,480.7105,447.29718,44.510500000000036,11.097180000000037
337,2018-04-23 23:00:00,436.6,6.3044,480.647456,447.234136,44.047455999999954,10.634135999999955
338,2018-04-23 23:30:00,438.1,6.3044,480.647456,447.29718,42.547455999999954,9.197180000000003
339,2018-04-24 00:00:00,438.9,6.3092,480.50867199999993,447.38537199999996,41.608671999999956,8.485371999999984
340,2018-04-24 00:30:00,441.9,6.3092,480.50867199999993,447.32228000000003,38.608671999999956,5.4222800000000575
341,2018-04-24 01:00:00,442.4,6.3092,480.82413199999996,447.827016,38.424131999999986,5.427016000000037
