date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,4.2,4.24,4.1,4.07,0.0,-0.06,-1.43,4.364,4.982,5.919,0.0,480373.56,1501008.69,0.0
2018-04-27,4.37,4.7,4.19,4.12,0.0,-0.21,-4.77,4.568,5.154,6.182,0.0,630857.06,1772119.34,0.0
2018-03-30,4.44,4.95,4.4,4.13,0.0,0.0,0.0,4.78,5.396,6.378,52797.22,714888.59,1874355.59,0.0
2018-02-28,4.72,4.77,4.4,4.0,0.0,-0.33,-6.98,5.066,5.647,6.579,545798.27,993441.16,1991866.21,0.0
2018-01-31,5.11,5.62,4.73,4.7,0.0,-0.39,-7.62,5.36,5.899,7.047,748796.35,1282898.41,2214403.01,0.0
2017-12-29,5.22,5.36,5.12,4.99,0.0,-0.13,-2.48,5.6,6.086,7.677,960747.13,1460145.59,2629442.18,0.0
2017-11-30,5.83,5.86,5.25,5.0,263986.12,-0.58,-9.95,5.74,6.272,8.132,1261714.13,1956223.69,3048949.63,3.1
2017-10-31,5.96,6.78,5.83,5.71,2465005.25,-0.04,-0.68,6.012,6.385,8.404,1376979.95,2241001.83,3451269.78,28.93
2017-09-29,5.95,6.31,5.87,5.78,1014990.38,-0.06,-1.01,6.228,6.444,8.533,1441084.05,2184421.95,3570996.74,11.91
2017-08-31,5.89,6.07,5.93,5.67,1059753.88,0.11,1.89,6.438,6.527,8.652,1817000.48,2281663.23,3740350.07,12.44
2017-07-31,6.8,7.15,5.82,5.4,1504835.0,-0.79,-11.95,6.572,6.856,8.875,1959544.05,2521643.81,3955111.75,17.66
2016-12-21,6.95,7.03,6.61,6.17,840315.25,-0.3,-4.34,6.804,7.21,9.269,2650733.25,2913381.61,4397854.65,10.31
2016-11-30,6.94,7.32,6.91,6.87,2785525.75,-0.01,-0.14,6.758,7.359,9.454,3105023.7,3033822.6,4813782.24,34.17
2016-10-28,6.63,7.7,6.92,6.63,2894572.5,0.32,4.85,6.66,7.511,9.723,2927759.85,2990291.25,4920753.25,35.51
2016-09-30,6.95,7.26,6.6,6.4,1772471.75,-0.38,-5.44,6.616,8.195,9.817,2746325.97,3145907.6,4829841.01,21.75
2016-08-31,6.31,7.8,6.98,6.13,4960781.0,0.6,9.4,7.14,9.268,9.914,3083743.57,3798738.77,4844882.36,60.86
2016-07-29,6.45,7.37,6.38,6.31,3111767.5,-0.04,-0.62,7.616,9.992,9.966,3176029.97,4141675.57,4756153.04,38.18
2016-06-30,6.67,6.99,6.42,5.95,1899206.5,-0.28,-4.18,7.96,10.423,10.108,2962621.5,4661537.72,4887331.86,23.3
2016-05-31,9.28,9.82,6.7,6.22,1987403.12,-2.52,-27.33,8.362,10.622,10.224,3052822.65,4957571.52,4959993.5,24.38
2016-04-29,9.31,10.19,9.22,8.71,3459559.75,-0.14,-1.5,9.774,10.777,10.26,3545489.22,5199036.91,4998069.93,55.18
2016-03-31,8.17,10.31,9.36,7.97,5422213.0,1.26,15.56,11.396,10.894,10.133,4513733.97,5388579.69,4918797.25,86.48
2016-02-29,8.44,10.32,8.1,7.9,2044725.12,-0.33,-3.92,12.368,11.327,9.994,5107321.17,5882327.69,4742890.14,32.61
2016-01-29,13.84,13.9,8.43,7.82,2350212.25,-5.33,-38.73,12.886,11.549,9.889,6360453.95,6593741.88,4689490.4,37.48
2015-12-31,17.0,17.26,13.76,13.1,4450736.0,-3.57,-20.6,12.882,11.934,9.758,6862320.4,6851215.25,4604380.98,70.98
2015-11-30,13.61,18.18,17.33,13.38,8300783.5,3.11,21.87,11.78,11.438,9.374,6852584.6,6513774.43,4469386.8,132.39
2015-10-30,11.28,16.43,14.22,10.8,8390149.0,3.53,33.02,10.392,10.56,8.862,6263425.4,5891025.95,4324265.13,133.81
2015-09-30,8.39,12.97,10.69,7.01,8310389.0,2.28,27.11,10.286,9.939,8.457,6657334.2,5370630.5,3963038.65,132.54
2015-08-31,8.28,11.34,8.41,7.2,4859544.5,0.16,1.94,10.212,9.793,8.22,6827029.8,5113126.0,3588328.27,77.5
2015-07-31,10.29,10.75,8.25,6.28,4402057.0,-2.14,-20.6,10.986,9.825,8.132,6840110.1,4962415.47,3393552.77,70.21
