date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-16,7.17,7.79,7.43,7.17,0.0,-0.12,-1.59,7.776,8.3,10.554,0.0,143338.44,323287.08,0.0
2018-04-27,7.54,8.15,7.55,7.12,0.0,-0.07,-0.92,8.098,8.457,10.979,0.0,180566.06,371739.99,0.0
2018-03-30,8.5,8.94,7.62,6.96,0.0,-0.54,-6.62,8.42,8.747,11.265,47377.08,234246.55,415164.47,0.0
2018-02-27,7.87,8.16,8.16,5.97,0.0,0.04,0.49,8.552,8.869,11.54,110781.22,284850.46,475270.06,0.0
2018-01-31,9.05,9.18,8.12,8.12,0.0,-0.92,-10.18,8.62,9.327,11.741,197474.3,331598.58,522102.15,0.0
2017-12-29,9.14,9.65,9.04,8.3,0.0,-0.12,-1.31,8.824,10.061,11.992,286676.88,410090.3,577210.94,0.0
2017-11-30,8.69,9.78,9.16,8.47,236885.38,0.88,10.63,8.816,10.393,12.41,361132.13,456968.5,635425.66,7.04
2017-10-31,8.52,8.98,8.28,7.88,317020.72,-0.22,-2.59,9.074,10.83,12.855,421116.01,468383.58,700525.37,9.42
2017-09-29,9.12,9.67,8.5,8.3,433465.38,-0.64,-7.0,9.186,11.517,13.123,458919.69,497574.18,732325.76,12.88
2017-08-31,9.01,9.33,9.14,8.31,446012.91,0.14,1.56,10.034,12.172,13.407,465722.86,512785.66,789599.48,13.26
2017-07-31,10.37,10.58,9.0,8.62,372276.25,-1.45,-13.88,11.298,12.808,14.015,533503.71,503235.72,854297.39,11.07
2017-06-30,8.85,10.86,10.45,8.76,536804.81,1.61,18.21,11.97,13.5,14.42,552804.88,562913.92,925623.61,15.96
2017-05-31,12.73,12.91,8.84,8.74,506039.12,-3.9,-30.61,12.586,13.783,14.629,515651.15,596082.39,977550.19,15.04
2017-04-28,15.6,15.83,12.74,12.38,467481.19,-2.72,-17.59,13.848,14.211,14.818,536228.68,665689.66,1050888.1,13.89
2017-03-31,12.36,15.77,15.46,12.26,784917.19,3.1,25.08,14.31,14.154,14.91,559848.46,712605.72,1174496.12,23.33
2017-02-28,13.42,13.57,12.36,11.93,468782.09,-1.17,-8.65,14.318,13.923,14.932,472967.72,744331.59,1277044.1,13.93
2017-01-26,15.38,15.39,13.53,13.05,351036.16,-1.62,-10.69,15.03,14.427,15.604,573022.97,813882.82,1344414.81,10.43
2016-12-30,15.07,16.25,15.15,14.16,608926.75,0.1,0.66,14.98,14.879,16.45,676513.62,932667.15,1421391.56,18.1
2016-11-30,15.5,16.53,15.05,14.91,585580.12,-0.45,-2.9,14.574,14.729,16.663,795150.65,967077.33,1532321.61,17.41
2016-10-31,16.01,16.46,15.5,15.31,350513.5,-0.42,-2.64,13.998,14.642,16.323,865362.98,1066413.3,1657936.58,10.42
2016-09-30,13.11,16.87,15.92,13.05,969058.31,2.64,19.88,13.528,15.222,15.894,1015695.45,1205359.07,1691819.1,28.8
2016-08-31,13.02,13.89,13.28,12.51,868489.44,0.16,1.22,13.824,15.34,15.41,1054742.67,1288333.29,1727887.22,25.81
2016-07-29,12.2,13.43,13.12,10.98,1202111.88,0.95,7.81,14.778,15.474,15.024,1188820.68,1359018.0,1864283.4,35.73
2016-06-30,13.18,13.52,12.17,11.05,936641.75,-0.98,-7.45,14.884,15.425,14.73,1139004.01,1436086.55,1905957.62,27.84
2016-05-31,17.39,18.44,13.15,12.08,1102175.88,-4.25,-24.43,15.286,15.666,14.485,1267463.61,1636386.52,2080136.48,32.76
2016-04-29,18.0,18.58,17.4,15.8,1164294.38,-0.65,-3.6,16.916,15.94,14.235,1395022.69,1809756.61,2263734.66,34.61
2016-03-31,13.15,18.23,18.05,12.97,1538879.5,4.4,32.23,16.856,16.781,13.585,1521923.91,1874946.81,2267701.16,45.74
2016-02-29,14.89,16.47,13.65,13.65,953028.56,-0.53,-3.74,16.17,18.021,12.864,1529215.31,1910115.97,2282089.0,28.33
2016-01-29,21.6,22.37,14.18,12.87,1578939.75,-7.12,-33.43,15.966,18.597,12.372,1733169.08,2097565.89,2316556.63,46.93
2015-12-31,16.95,25.3,21.3,16.95,1739971.25,4.2,24.56,16.046,18.003,11.856,2005309.43,2249459.86,2285961.5,51.72
2015-11-30,14.01,17.97,17.1,13.87,1798800.5,2.48,16.96,14.964,16.565,10.983,2224490.53,2178279.14,2245167.65,53.47
2015-10-30,13.0,16.1,14.62,12.74,1575336.5,1.99,15.76,16.706,15.479,10.334,2227969.7,2167441.15,2207566.94,46.82
2015-09-30,14.15,14.15,12.63,11.05,1972797.38,-1.95,-13.37,19.872,14.574,9.839,2291016.63,2369548.8,2255554.82,58.64
2015-08-31,15.1,19.53,14.58,14.32,2939641.5,-1.31,-8.24,21.228,14.034,9.436,2461962.7,2375828.69,2274618.61,87.37
2015-07-31,24.52,26.0,15.89,14.7,2835876.75,-9.92,-38.44,19.96,13.303,8.956,2493610.3,2523886.44,2262858.62,84.29
2015-06-30,31.97,39.1,25.81,25.81,1816196.38,-4.64,-15.24,18.166,12.529,8.41,2132067.75,2717712.71,2380040.48,53.98
2015-05-29,18.44,31.98,30.45,16.58,1890571.12,11.04,56.88,14.252,10.389,7.338,2106912.6,2660455.51,2374578.19,56.19
2015-04-30,8.2,19.41,19.41,8.12,2827527.75,11.17,135.56,9.276,7.707,6.029,2448080.97,2654062.04,2311752.3,84.04
2015-03-31,6.97,9.33,8.24,6.72,3097879.5,1.32,19.07,6.84,6.146,5.316,2289694.67,2535547.38,2225705.08,92.08
2015-02-27,6.13,6.99,6.92,5.97,1028164.0,0.68,10.9,6.646,5.709,5.154,2554162.57,2322463.14,2162706.63,30.56
2015-01-30,5.53,6.65,6.24,5.29,1690420.62,0.67,12.03,6.892,5.4,5.092,3303357.67,2312056.16,2403336.92,50.24
2014-12-31,7.22,7.85,5.57,5.2,3596413.0,-1.66,-22.96,6.526,5.189,5.11,3213998.43,2247692.73,2583099.04,106.9
2014-11-28,7.29,7.36,7.23,6.2,2035596.25,-0.04,-0.55,6.138,5.104,5.033,2860043.1,2141560.83,2435395.4,60.5
2014-10-31,8.4,8.5,7.27,6.2,4420219.0,-0.88,-10.8,5.452,4.838,4.87,2781400.08,2173408.53,2390572.81,131.38
2014-09-30,4.36,8.33,8.15,4.35,4774139.5,3.74,84.81,4.772,4.608,4.713,2090763.71,2001830.81,2226964.6,141.9
2014-08-29,3.81,4.44,4.41,3.81,1243624.38,0.78,21.49,3.908,4.291,4.505,1320754.65,2042368.26,2159094.99,36.96
2014-04-24,3.8,4.17,3.63,3.57,1826636.38,-0.17,-4.47,3.852,4.286,4.471,1281387.04,2088700.87,2134854.27,54.29
2014-03-31,3.9,3.99,3.8,3.52,1642381.12,-0.07,-1.81,4.07,4.351,4.503,1423078.56,1969442.56,2078405.97,48.82
2014-02-28,3.76,4.23,3.87,3.74,967037.19,0.04,1.04,4.224,4.485,4.559,1565416.99,1915862.77,2120428.17,28.74
2014-01-30,4.05,4.12,3.83,3.72,924094.19,-0.3,-7.26,4.444,4.598,4.624,1912897.9,2002950.11,2173382.64,27.47
