date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,15.02,17.5,16.5,14.13,0.0,1.88,12.54,14.916,17.225,20.303,0.0,220625.61,624056.05,0.0
2018-04-27,14.95,15.99,14.99,13.74,0.0,0.17,1.15,14.894,17.453,20.541,0.0,275328.74,663059.55,0.0
2018-03-30,13.36,15.1,14.82,12.21,0.0,1.41,10.52,15.482,18.252,20.911,39491.32,356179.93,707263.52,0.0
2018-02-28,14.78,14.95,13.41,11.73,0.0,-1.45,-9.76,17.1,19.23,21.346,227678.9,491138.42,757782.34,0.0
2018-01-31,16.4,17.36,14.86,14.71,0.0,-1.53,-9.34,18.308,20.964,21.956,328077.11,628554.07,816073.29,0.0
2017-12-29,18.08,18.38,16.39,15.15,0.0,-1.54,-8.59,19.534,22.953,22.548,441251.22,949304.84,884079.4,0.0
2017-11-30,22.7,23.3,17.93,17.63,197456.62,-4.98,-21.74,20.012,24.259,23.107,550657.47,1060862.28,964450.26,49.36
2017-10-31,19.8,24.5,22.91,19.51,940937.88,3.46,17.79,21.022,23.625,23.625,672868.54,1041149.62,1041149.62,235.23
2017-09-29,21.2,21.48,19.45,19.0,501991.06,-1.54,-7.34,21.36,23.704,23.704,754597.94,1052284.26,1052284.26,125.5
2017-08-31,18.53,21.26,20.99,18.1,565870.56,2.21,11.77,23.62,24.236,24.236,929031.03,1121070.91,1121070.91,141.47
2017-07-31,23.08,25.25,18.78,18.5,547031.25,-4.2,-18.28,26.372,24.7,24.7,1457358.46,1200385.24,1200385.24,136.76
2017-06-30,24.14,25.97,22.98,20.92,808511.94,-1.62,-6.58,28.506,25.687,25.687,1571067.09,1309277.58,1309277.58,202.13
2017-05-31,30.76,36.28,24.6,23.34,1349584.88,-6.15,-20.0,26.228,26.228,26.228,1409430.7,1409430.7,1409430.7,337.4
2017-04-28,34.88,36.79,30.75,25.02,1374156.5,-4.0,-11.51,26.635,26.635,26.635,1424392.16,1424392.16,1424392.16,343.54
2017-03-31,29.25,44.96,34.75,29.2,3207507.75,5.3,18.0,25.263,25.263,25.263,1441137.38,1441137.38,1441137.38,801.88
2017-02-28,12.75,33.08,29.45,12.75,1115574.38,17.86,154.1,20.52,20.52,20.52,557952.19,557952.19,557952.19,278.89
2017-01-26,10.54,11.59,11.59,10.54,330.0,3.22,43.99,11.59,11.59,11.59,330.0,330.0,330.0,0.08
