date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,14.43,14.6,14.09,13.8,0.0,-0.31,-2.16,14.548,15.151,15.414,0.0,290715.79,480548.22,0.0
2018-04-27,15.25,15.3,14.38,13.75,0.0,-0.86,-5.64,14.728,15.439,15.433,0.0,354340.97,507034.4,0.0
2018-03-30,15.02,16.44,15.24,14.8,0.0,0.16,1.06,14.896,15.652,15.474,47134.48,429082.63,538491.21,0.0
2018-02-28,13.9,15.49,15.08,13.43,0.0,1.13,8.1,15.002,15.632,15.476,266175.56,489140.1,618593.03,0.0
2018-01-31,15.07,15.43,13.95,13.46,0.0,-1.04,-6.94,15.258,15.785,15.53,418721.41,571461.15,716409.15,0.0
2017-12-29,15.22,15.45,14.99,14.06,0.0,-0.23,-1.51,15.754,16.105,15.909,581431.58,687373.77,775516.16,0.0
2017-11-30,15.75,16.84,15.22,14.9,235672.41,-0.55,-3.49,16.15,16.149,15.995,708681.93,757456.95,812170.66,6.29
2017-10-31,16.52,17.67,15.77,15.43,1095205.38,-0.59,-3.61,16.408,16.031,15.954,811030.78,770096.77,832443.87,29.23
2017-09-29,16.46,16.98,16.36,15.62,762729.25,-0.07,-0.43,16.262,15.92,15.754,712104.65,716564.06,798087.35,20.36
2017-08-31,16.97,17.78,16.43,15.73,813550.88,-0.54,-3.18,16.312,15.773,15.56,724200.9,710269.58,795342.45,21.71
2017-07-31,16.51,17.5,16.97,15.62,636251.75,0.46,2.79,16.456,15.676,15.631,793315.95,670380.65,826573.31,16.98
2017-06-30,14.93,16.9,16.51,13.99,747416.62,1.47,9.77,16.148,15.426,15.554,806231.96,659727.84,898048.18,19.95
2017-05-31,16.8,16.96,15.04,14.38,600574.75,-1.57,-9.45,15.654,15.296,15.487,729162.77,647899.8,915269.2,16.03
2017-04-28,17.1,17.9,16.61,14.96,823210.5,-0.54,-3.15,15.578,15.32,15.354,721023.47,748045.95,928548.21,21.97
2017-03-31,15.43,17.38,17.15,15.17,1159126.12,1.72,11.15,15.234,15.275,15.104,696338.27,861357.15,934670.3,30.94
2017-02-28,14.05,15.96,15.43,13.71,700831.81,1.39,9.9,14.896,15.713,14.983,547445.35,863658.56,987018.11,18.71
2017-01-26,14.65,15.01,14.04,12.5,362070.66,-0.62,-4.23,14.704,15.84,14.989,513223.71,866884.38,1025408.7,9.66
2016-12-30,14.89,15.3,14.66,13.45,559878.25,-0.23,-1.54,14.938,15.876,15.369,566636.83,894790.97,1069572.71,14.94
2016-11-30,15.33,16.25,14.89,14.55,699784.5,-0.57,-3.69,15.062,15.588,15.853,775068.43,879610.64,1097807.2,18.68
2016-10-28,14.47,15.73,15.46,14.33,414661.53,0.99,6.84,15.316,15.347,16.253,1026376.03,880415.33,1104951.02,11.07
2016-09-30,15.21,16.1,14.47,14.14,529723.62,-0.74,-4.87,16.53,15.586,16.428,1179871.77,982765.97,1097907.94,14.14
2016-08-31,15.11,15.38,15.21,14.38,629136.25,-0.07,-0.46,16.976,15.681,16.575,1220545.05,1136368.52,1087621.25,16.79
2016-07-29,16.17,17.1,15.28,15.2,1602036.25,-0.88,-5.45,16.814,15.677,16.677,1222945.11,1182638.6,1082396.72,42.76
2016-06-30,21.66,24.19,16.16,13.88,1956322.5,-5.37,-24.94,16.114,15.388,16.942,984152.84,1109050.47,1025632.69,52.22
2016-05-31,16.6,21.85,21.53,16.26,1182140.25,4.83,28.92,15.378,14.933,17.107,734454.62,1007983.46,950506.01,47.33
2016-04-29,14.26,17.47,16.7,14.02,733090.0,2.3,15.97,14.642,14.252,16.935,785660.17,1110377.66,920958.07,29.35
2016-03-31,11.78,14.66,14.4,11.5,641136.56,2.62,22.24,14.386,14.137,16.905,1052191.99,1183933.02,928215.72,25.67
2016-02-29,12.55,14.22,11.78,11.48,408074.91,-0.7,-5.61,14.54,14.861,16.904,1142332.08,1244354.44,937970.36,16.34
2016-01-29,17.6,17.75,12.48,11.71,707831.38,-5.37,-30.08,14.662,16.118,17.019,1233948.1,1316003.76,947347.88,28.34
2015-12-31,15.4,19.3,17.85,14.55,1438168.0,2.43,15.76,14.488,17.159,17.029,1281512.3,1329486.72,931947.99,57.58
2015-11-30,14.83,17.99,15.42,14.38,2065749.12,0.25,1.65,13.862,17.269,16.736,1435095.15,1213049.9,880136.13,82.71
2015-10-30,12.48,15.26,15.17,12.46,1091837.0,2.78,22.44,13.888,17.468,16.577,1315674.05,1038873.98,806451.15,43.71
2015-09-30,11.5,13.02,12.39,10.53,866155.0,0.78,6.72,15.182,17.677,16.488,1346376.8,982154.84,791929.77,34.68
2015-08-31,14.41,16.57,11.61,10.71,945652.38,-3.11,-21.13,17.574,18.496,16.57,1398059.42,942214.92,800361.28,37.86
2015-07-31,15.29,18.2,14.72,10.58,2206082.25,-0.83,-5.34,19.83,19.28,16.631,1377461.14,893028.56,783136.82,88.32
2015-06-30,21.45,23.98,15.55,12.78,1468643.62,-6.09,-28.14,20.676,19.618,16.585,991004.65,731538.47,718383.06,58.8
2015-05-29,24.3,35.29,21.64,19.0,1245350.75,-2.71,-11.13,21.048,19.673,16.432,762073.92,672498.42,678562.22,49.86
2015-04-30,23.01,27.55,24.35,22.0,1124568.12,1.46,6.38,20.172,18.947,15.898,617932.88,631586.29,631223.57,67.77
2015-03-31,18.98,23.6,22.89,18.45,842660.94,3.94,20.79,19.418,17.92,15.234,486370.41,578692.0,603071.21,50.78
2015-02-27,17.3,19.12,18.95,16.69,273799.81,1.54,8.85,18.73,16.899,14.618,408595.97,534409.25,573282.4,16.5
2015-01-30,17.26,18.5,17.41,16.73,323989.97,0.15,0.87,18.56,16.202,14.195,472072.3,547222.36,568003.05,19.53
2014-12-31,20.58,20.65,17.26,16.25,524645.56,-3.32,-16.13,18.298,15.686,13.989,582922.92,574028.31,566065.25,31.62
2014-11-28,19.29,21.14,20.58,18.5,466755.75,1.13,5.81,17.722,15.298,13.798,645239.69,601704.7,545423.13,28.13
2014-10-31,18.1,19.5,19.45,16.8,453788.78,1.35,7.46,16.422,14.643,13.518,671013.59,658507.64,533865.69,27.35
2014-09-30,16.23,18.28,18.1,16.05,591181.44,2.0,12.42,15.068,13.982,13.375,660222.53,673245.09,520694.23,35.63
2014-08-29,14.38,16.63,16.1,14.16,878243.06,1.72,11.96,13.844,13.552,13.284,622372.42,705227.64,510267.14,52.93
2014-07-31,14.15,14.49,14.38,13.41,836229.44,0.3,2.13,13.074,13.191,13.268,565133.7,684626.02,480222.26,118.01
2014-06-30,12.7,14.41,14.08,12.32,595625.25,1.4,11.04,12.874,12.849,13.237,558169.71,630860.85,443915.78,84.05
2014-05-30,11.9,12.95,12.68,11.58,399833.47,0.7,5.84,12.864,12.548,13.234,646001.7,627450.42,426617.03,56.42
2014-04-30,12.27,13.07,11.98,11.53,401930.88,-0.27,-2.2,12.896,12.336,13.318,686267.64,612155.55,421857.43,56.72
2014-03-31,13.38,13.76,12.25,12.16,592049.44,-1.13,-8.45,13.26,12.188,13.332,788082.86,588783.75,422313.25,83.55
2014-02-28,13.88,15.22,13.38,12.91,801409.5,-0.65,-4.63,13.308,12.291,13.355,804118.34,558102.18,407419.74,113.09
2014-01-30,12.84,14.46,14.03,12.29,1034785.19,1.19,9.27,12.824,12.297,13.377,703551.99,489141.55,375672.28,146.02
2013-12-31,13.0,13.78,12.84,12.09,601163.19,-0.96,-6.96,12.232,12.392,13.409,608899.14,409223.73,333633.82,84.83
2013-11-29,12.42,14.2,13.8,11.61,911007.0,1.31,10.49,11.776,12.767,13.921,538043.47,368143.37,315118.96,128.56
2013-10-31,10.96,13.07,12.49,10.87,672226.81,1.53,13.96,11.116,13.015,14.258,389484.63,315306.63,282050.49,94.86
2013-09-30,11.02,11.62,10.96,10.74,298577.78,-0.11,-0.99,11.274,13.345,14.75,312086.03,275818.5,262238.74,42.13
2013-08-30,10.6,11.98,11.07,10.5,561520.94,0.51,4.83,11.77,13.624,15.18,274731.11,256970.71,255466.13,79.24
2013-07-31,10.47,11.47,10.56,9.82,246884.8,0.06,0.57,12.552,13.919,15.662,209548.31,225783.65,239652.76,34.84
2013-06-28,13.08,13.3,10.5,10.05,168212.83,-2.78,-20.93,13.758,14.3,16.375,198243.26,231559.31,252778.1,23.74
2013-05-31,13.37,15.99,13.28,13.13,285233.81,-0.16,-1.19,14.914,14.475,17.285,241128.64,255842.76,267621.68,40.25
2013-04-26,14.95,15.02,13.44,13.3,111803.16,-1.54,-10.28,15.416,14.419,18.022,239550.97,256737.29,282887.18,19.24
2013-03-29,16.58,17.48,14.98,14.71,235606.94,-1.61,-9.71,15.478,14.456,19.145,239210.31,262203.02,300171.95,40.54
2013-02-28,16.22,17.59,16.59,15.6,190359.58,0.31,1.9,15.286,14.426,19.364,242018.99,258043.92,303570.11,32.76
2013-01-31,15.87,17.88,16.28,15.4,382639.69,0.49,3.1,14.842,15.075,19.518,264875.35,262094.56,309859.58,65.84
