date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,18.8,20.76,19.03,18.51,0.0,-0.43,-2.2,17.158,18.004,20.913,0.0,655825.92,1794350.42,0.0
2018-04-27,19.85,26.03,19.55,18.98,0.0,0.02,0.1,16.526,18.244,20.966,0.0,858014.22,1908999.0,0.0
2018-03-30,13.76,22.0,19.53,13.76,0.0,5.63,40.5,15.424,18.5,21.142,69987.88,980679.53,2131860.18,0.0
2018-02-28,13.8,15.8,13.9,12.35,0.0,0.12,0.87,14.952,18.671,21.344,364591.43,1074440.8,2465245.65,0.0
2018-01-31,15.95,17.55,13.78,13.58,0.0,-2.09,-13.17,16.342,19.517,21.604,787577.78,1254128.02,2631650.44,0.0
2017-12-29,13.93,16.95,15.87,12.82,0.0,1.83,13.03,18.85,20.579,21.765,1311651.83,1638703.42,2810654.2,0.0
2017-11-30,17.05,17.73,14.04,13.51,349939.41,-3.13,-18.23,19.962,21.484,22.038,1716028.43,1816928.0,3009655.18,18.44
2017-10-31,20.85,21.24,17.17,16.92,1473017.75,-3.68,-17.65,21.576,22.448,22.247,1891371.17,1953581.54,3202910.83,77.63
2017-09-29,24.01,25.12,20.85,20.56,2114931.75,-5.47,-20.78,22.39,23.406,22.285,1784290.16,2150772.47,3316911.27,111.46
2017-04-14,21.35,26.98,26.32,21.16,2620370.25,4.89,22.82,22.692,24.133,21.999,1720678.26,2707461.34,3433999.91,138.1
2017-03-31,21.92,22.46,21.43,20.53,2021883.0,-0.68,-3.08,22.308,23.822,21.52,1965755.01,2932874.92,3641545.97,106.56
2017-02-28,21.83,22.66,22.11,21.28,1226653.12,0.87,4.1,23.006,23.688,21.161,1917827.56,2959983.79,3682667.41,64.65
2017-01-26,22.19,22.98,21.24,20.3,937612.69,-1.12,-5.01,23.32,23.784,20.975,2015791.91,3283040.83,3772038.38,49.41
2016-12-30,24.0,24.92,22.36,21.25,1796872.25,-2.04,-8.36,24.422,24.017,21.279,2517254.78,3856050.51,4049600.92,94.7
2016-11-30,24.9,27.98,24.4,23.81,3845754.0,-0.52,-2.09,25.574,23.691,21.305,3694244.43,4009172.86,4396232.56,202.67
2016-10-31,22.45,25.37,24.92,22.41,1782245.75,1.24,5.24,25.336,22.95,20.867,3899994.83,3982604.99,4507709.03,93.93
2016-09-30,26.62,27.09,23.68,23.26,1716474.88,-3.07,-11.48,24.37,22.592,20.383,4002140.03,4202382.36,4833595.52,90.46
2016-08-31,28.85,29.15,26.75,26.02,3444927.0,-1.37,-4.87,24.248,22.046,19.654,4550289.75,4452240.13,4748504.35,181.55
2016-07-29,23.46,31.28,28.12,23.33,7681820.5,4.91,21.16,23.612,21.164,19.28,5194846.25,4483050.08,4817113.68,404.84
2016-06-30,20.18,24.88,23.21,20.0,4874506.0,3.12,15.53,21.808,19.865,18.789,4324101.3,4160538.48,4657963.3,256.89
2016-05-31,23.82,24.15,20.09,19.26,2292971.75,-2.98,-12.92,20.564,19.218,18.529,4065215.15,4350217.03,4645225.5,120.84
2016-04-29,23.39,26.01,23.07,22.02,4457223.5,-0.5,-2.12,20.814,18.633,18.431,4402624.7,4405351.03,4792241.35,234.9
2016-03-31,19.48,25.37,23.57,19.2,6667709.5,4.47,23.4,19.844,18.165,18.122,4354190.5,4261035.93,4814575.88,351.39
2016-02-29,16.85,23.95,19.1,16.71,3328095.75,2.11,12.42,18.716,18.54,17.733,3771253.9,4243151.33,4682209.19,175.39
2016-01-29,21.2,25.62,16.99,15.8,3580075.25,-4.35,-20.38,17.922,18.918,17.628,3996975.65,4783292.25,4786371.76,188.67
2015-12-31,18.39,24.28,21.34,17.85,3980019.5,3.12,17.12,17.872,18.783,17.681,4635218.9,5032813.08,4886896.47,315.87
2015-11-30,17.39,21.38,18.22,17.19,4215052.5,0.29,1.62,16.452,18.173,17.348,4408077.35,5464808.68,4969339.83,334.53
2015-10-30,15.94,19.84,17.93,15.45,3753026.5,2.8,18.51,16.486,17.261,17.261,4167881.35,5044768.57,5044768.57,297.86
2015-09-30,17.03,18.03,15.13,13.52,4456704.5,-1.61,-9.62,18.364,17.187,17.187,4715048.75,5188295.46,5188295.46,353.71
2015-08-31,13.5,23.28,16.74,13.0,6771291.5,2.5,17.56,19.914,17.444,17.444,5569608.85,5279744.33,5279744.33,537.4
2015-07-31,18.1,18.69,14.24,10.55,2844311.75,-4.15,-22.57,19.694,17.544,17.544,5430407.25,5066666.17,5066666.17,225.74
2015-06-30,27.33,29.49,18.39,15.66,3014072.5,-8.93,-32.69,19.894,18.095,18.095,6521540.0,5437058.57,5437058.57,239.21
2015-05-29,21.79,32.58,27.32,19.05,6488863.5,4.44,19.41,18.036,18.036,18.036,5921655.78,5921655.78,5921655.78,514.99
2015-04-30,15.64,25.43,22.88,15.62,8729505.0,7.24,46.29,15.715,15.715,15.715,5779853.86,5779853.86,5779853.86,692.82
2015-03-31,15.23,16.81,15.64,13.7,6075283.5,0.4,2.62,13.327,13.327,13.327,4796636.81,4796636.81,4796636.81,482.17
2015-02-27,10.01,18.09,15.24,10.01,8299975.5,6.14,67.47,12.17,12.17,12.17,4157313.46,4157313.46,4157313.46,658.73
2015-01-30,4.28,9.1,9.1,4.28,14651.42,0.71,19.89,9.1,9.1,9.1,14651.42,14651.42,14651.42,1.16
