date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,35.3,37.1,35.76,33.92,0.0,0.73,2.08,33.458,33.102,32.352,0.0,246727.24,463033.57,0.0
2018-04-27,33.74,36.13,35.15,31.88,0.0,1.67,4.99,32.998,32.869,32.413,0.0,361976.64,465420.34,0.0
2018-03-30,33.04,34.2,33.48,29.5,0.0,0.43,1.3,32.218,32.784,32.543,37033.87,489823.18,490163.14,0.0
2018-02-28,29.86,33.52,33.05,27.56,0.0,3.2,10.72,32.062,32.571,32.791,158647.97,594315.38,527757.23,0.0
2018-01-31,33.3,34.45,29.85,29.2,0.0,-3.61,-10.79,32.004,32.348,33.237,281692.51,642626.98,577849.22,0.0
2017-12-29,31.57,34.79,33.46,30.0,0.0,2.21,7.07,32.746,32.312,33.691,493454.49,718351.9,645355.28,0.0
2017-11-30,32.7,33.38,31.25,29.68,185169.36,-1.45,-4.43,32.74,32.147,33.624,723953.29,764386.9,750746.36,5.52
2017-10-31,32.99,35.15,32.7,32.7,608070.5,-0.06,-0.18,33.35,31.852,33.862,942612.49,771398.24,796199.03,18.11
2017-09-29,33.56,34.5,32.76,32.04,615222.69,-0.8,-2.38,33.08,31.561,33.278,1029982.79,748050.92,778561.87,18.33
2017-08-31,33.43,36.0,33.56,31.66,1058809.88,0.13,0.39,32.692,31.585,33.099,1003561.46,732411.8,806653.17,31.54
2017-07-31,34.1,34.5,33.43,29.6,1152494.0,-0.87,-2.54,31.878,31.602,32.449,943249.32,679339.89,767516.87,34.33
2017-06-30,31.02,37.42,34.3,30.41,1278465.38,2.95,9.41,31.554,31.957,31.762,804820.52,568864.05,735250.5,39.62
2017-05-31,30.5,33.98,31.35,29.89,1044922.0,0.53,1.72,30.354,32.302,30.912,600183.99,490503.11,708125.39,33.37
2017-04-28,29.51,31.22,30.82,26.9,483116.03,1.33,4.51,30.042,33.01,30.333,466119.04,461199.07,680368.56,15.43
2017-03-31,31.82,32.66,29.49,29.06,757249.19,-2.32,-7.29,30.478,34.126,29.757,461262.15,513071.45,720568.82,24.18
2017-02-28,28.3,32.66,31.81,27.13,460350.0,3.51,12.4,31.326,35.069,29.344,415430.46,572358.66,802932.42,14.7
2017-01-26,29.79,30.36,28.3,24.6,255282.72,-1.49,-5.0,32.36,35.101,28.158,332907.57,737105.81,786720.9,8.15
2016-12-30,33.13,33.7,29.79,29.29,374597.28,-3.21,-9.73,34.25,35.871,27.119,380822.23,820999.81,805462.76,12.13
2016-11-30,34.73,36.1,33.0,32.72,458831.56,-0.73,-2.16,35.978,34.995,26.006,456279.1,809072.83,847786.99,16.48
2016-10-28,38.0,38.0,33.73,33.3,528090.75,-3.25,-8.79,37.774,34.613,24.747,564880.76,880894.53,903195.87,18.97
2016-07-04,37.51,37.77,36.98,35.8,47735.55,-0.77,-2.04,38.812,33.296,23.42,729286.86,855693.86,913637.23,1.71
2016-06-30,38.99,40.5,37.75,34.53,494856.0,-0.68,-1.77,37.842,31.567,21.937,1141304.05,901636.96,982866.84,17.78
2016-05-31,41.0,43.8,38.43,32.99,751881.62,-3.55,-8.46,37.492,29.522,20.355,1261177.4,925747.67,991789.29,27.48
2016-04-29,38.0,42.89,41.98,35.35,1001839.88,3.06,7.86,34.012,27.655,18.762,1161866.55,899538.05,987646.5,36.62
2016-03-31,31.59,41.25,38.92,30.11,1350121.25,6.79,21.13,31.452,25.387,16.978,1196908.3,928066.18,983663.79,48.6
2016-02-29,35.05,47.0,32.13,32.13,2107821.5,-3.87,-10.75,27.78,23.618,15.349,982100.85,1033506.18,937834.79,75.87
2016-01-29,23.13,39.9,36.0,23.13,1094222.75,14.97,71.18,25.292,21.215,14.028,661969.88,836335.98,848384.97,39.39
2015-07-07,32.05,32.05,21.03,21.03,255327.39,-8.15,-27.93,21.552,18.367,12.567,590317.94,789925.72,814561.37,17.63
2015-03-23,20.57,29.73,29.18,20.56,1177048.62,8.62,41.93,21.298,17.017,11.817,637209.55,886501.15,813017.42,70.8
2015-02-27,19.4,21.36,20.56,18.83,276084.0,0.87,4.42,19.322,14.88,10.683,659224.05,925497.2,781477.47,16.61
2015-01-30,18.25,20.87,19.69,17.41,507166.62,2.39,13.81,19.456,13.543,10.033,1084911.5,971580.6,782586.05,30.51
2014-12-31,19.7,21.98,17.3,16.8,735963.06,-2.46,-12.45,17.138,12.307,9.404,1010702.09,1064096.71,787268.16,44.27
2014-11-28,19.28,21.94,19.76,18.61,489785.47,0.46,2.38,15.182,11.187,8.887,989533.49,1057830.91,771896.16,31.15
2014-10-31,21.45,24.14,19.3,17.39,1287121.12,-1.93,-9.09,12.736,9.868,8.209,1135792.75,1075754.94,763114.8,81.85
2014-09-30,8.86,22.55,21.23,8.86,2404521.25,13.13,162.1,10.438,8.569,7.603,1191770.35,1039261.41,737748.93,306.31
2014-04-04,7.53,8.14,8.1,7.53,136119.56,0.58,7.71,7.63,7.079,6.905,858249.69,842163.4,680973.64,17.34
2014-03-31,7.5,8.03,7.52,7.14,630120.06,-0.01,-0.13,7.476,6.841,6.907,1117491.32,860433.95,728809.61,80.27
2014-02-28,7.78,8.65,7.53,7.3,1221081.75,-0.28,-3.58,7.192,6.767,6.831,1126128.32,839197.03,720470.67,155.55
2014-01-30,7.14,8.28,7.81,6.45,1567009.12,0.62,8.62,7.0,6.617,6.869,1015717.14,739533.7,711831.62,199.62
2013-12-31,7.08,7.43,7.19,6.67,736917.94,-0.14,-1.91,6.7,6.486,7.543,886752.47,637457.74,663869.75,93.87
2013-11-29,6.11,7.7,7.33,5.99,1432327.75,1.23,20.16,6.528,6.523,8.049,826077.11,593591.5,670088.32,206.09
2013-10-31,6.63,6.85,6.1,5.8,673305.06,-0.47,-7.15,6.206,6.501,8.382,603376.58,510439.62,631259.67,96.88
2013-09-30,6.32,6.67,6.57,6.3,669025.81,0.26,4.12,6.342,6.586,8.869,552265.73,485961.41,632757.72,96.26
2013-08-30,6.3,6.88,6.31,6.16,922185.81,-0.02,-0.32,6.234,6.549,9.278,463350.25,450474.65,617003.62,132.69
2013-07-31,5.65,6.9,6.33,5.62,433541.12,0.61,10.66,6.272,6.637,9.767,388163.0,436236.45,601975.44,62.38
2013-06-28,6.74,7.04,5.72,5.31,318825.09,-1.06,-15.63,6.518,6.731,10.553,361105.89,519783.87,653617.02,43.08
2013-05-31,6.03,7.02,6.78,5.99,417750.81,0.75,12.44,6.796,6.973,11.487,417502.66,597185.28,654247.84,56.45
2013-04-26,6.45,7.0,6.03,6.02,224448.44,-0.47,-7.23,6.83,6.895,11.734,419657.1,601744.32,666695.05,30.33
2013-03-29,7.5,7.85,6.5,6.36,546249.56,-1.06,-14.02,6.864,7.121,12.051,437599.05,684129.54,691264.31,73.82
2013-02-28,7.1,7.6,7.56,7.02,298255.56,0.45,6.33,7.002,8.6,12.378,484309.89,690281.75,699794.58,40.3
2013-01-31,7.01,7.78,7.11,6.83,600808.94,0.16,2.3,6.944,9.574,12.679,678461.85,746585.14,724890.77,81.19
