date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,17.34,20.31,18.61,16.1,0.0,1.1,6.23,17.582,20.366,23.932,0.0,265720.73,570373.27,0.0
2018-04-27,17.18,19.1,17.65,15.84,0.0,0.1,0.57,17.52,21.411,24.245,0.0,434582.83,603924.64,0.0
2018-03-30,16.66,18.7,17.55,15.81,0.0,0.82,4.9,17.976,22.056,24.657,46489.95,460743.55,641669.93,0.0
2018-02-28,17.38,17.38,16.73,14.96,0.0,-0.64,-3.69,19.498,22.771,25.131,116541.73,498791.33,684447.93,0.0
2018-01-31,18.1,20.5,17.37,17.1,0.0,-0.93,-5.08,21.342,24.01,25.731,284498.63,542888.7,733337.07,0.0
2017-12-29,19.93,20.21,18.3,16.55,0.0,-1.63,-8.18,23.15,25.43,26.374,531441.46,711286.67,789747.61,0.0
2017-11-30,25.25,26.95,19.93,19.3,232449.73,-5.23,-20.79,25.302,26.75,27.047,869165.66,846327.77,855559.91,50.53
2017-10-31,26.56,26.67,25.16,24.12,350258.94,-0.79,-3.04,26.136,27.505,27.694,874997.15,920379.27,912206.29,76.14
2017-09-29,26.15,28.98,25.95,25.01,839784.5,-0.46,-1.74,26.044,27.947,27.947,881040.93,968401.03,968401.03,182.56
2017-08-31,28.8,31.97,26.41,24.06,1234714.12,-2.65,-9.12,26.678,28.169,28.169,801278.76,982691.75,982691.75,268.42
2017-07-31,24.07,33.78,29.06,24.07,1688621.0,4.96,20.58,27.71,28.389,28.389,891131.89,951188.95,951188.95,367.09
2017-06-30,24.18,24.99,24.1,22.21,261607.2,-0.6,-2.43,28.198,28.293,28.293,823489.89,845841.52,845841.52,56.87
2017-05-31,29.4,29.48,24.7,23.5,380477.81,-4.42,-15.18,28.874,28.992,28.992,965761.39,943213.91,943213.91,82.71
2017-04-28,31.55,32.75,29.12,26.28,440973.69,-2.45,-7.76,29.85,29.85,29.85,1055761.13,1055761.13,1055761.13,95.86
2017-03-31,31.5,37.72,31.57,30.08,1683979.75,0.07,0.22,30.033,30.033,30.033,1209457.98,1209457.98,1209457.98,366.08
2017-02-28,27.4,32.33,31.5,26.7,1350411.0,4.02,14.63,29.52,29.52,29.52,1051284.06,1051284.06,1051284.06,293.57
2017-01-26,29.57,30.97,27.48,23.62,972964.69,-2.1,-7.1,28.53,28.53,28.53,901720.6,901720.6,901720.6,211.51
2016-12-30,9.88,34.95,29.58,9.88,830476.5,1.65,20.05,29.58,29.58,29.58,830476.5,830476.5,830476.5,180.54
