date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,13.22,13.83,12.3,12.06,0.0,-0.84,-6.39,12.922,11.813,24.011,0.0,3987675.18,4578575.54,0.0
2018-04-27,14.86,15.49,13.15,12.6,0.0,-1.8,-12.04,12.59,11.607,26.886,0.0,4950427.47,4648007.35,0.0
2018-03-30,12.35,15.23,14.95,11.86,0.0,2.56,20.66,11.806,11.499,29.662,666236.35,6169544.18,4742203.47,0.0
2018-02-28,11.9,12.56,12.39,9.66,0.0,0.57,4.82,10.88,11.125,32.634,2243418.35,7263779.28,4852123.52,0.0
2018-01-31,10.6,14.66,11.82,10.42,0.0,1.18,11.09,10.816,11.217,35.374,5323819.55,7838707.93,4949357.01,0.0
2017-12-29,9.25,10.94,10.64,9.06,0.0,1.41,15.28,10.704,14.085,38.136,7975350.35,8460873.82,5063783.87,0.0
2017-11-30,9.87,10.14,9.23,8.48,3331181.75,-1.09,-10.56,10.624,17.921,40.795,9900854.95,8488542.61,5141332.49,20.95
2017-10-31,12.23,12.88,10.32,10.12,7885910.0,-1.75,-14.5,11.192,21.851,43.254,11672852.0,8296330.26,5088816.97,49.6
2017-09-29,11.31,13.29,12.07,11.18,15402006.0,0.81,7.19,11.37,26.18,45.333,12284140.2,7666501.98,4775856.92,96.88
2017-08-31,10.25,12.14,11.26,9.94,13257654.0,1.02,9.96,11.618,31.038,47.34,10353596.3,6328915.3,4161783.16,83.39
2017-07-31,12.05,12.42,10.24,9.52,9627523.0,-1.83,-15.16,17.466,36.209,49.776,8946397.3,5169475.91,3650525.36,60.56
2017-06-30,11.13,12.67,12.07,10.71,12191167.0,0.86,7.67,25.218,42.165,52.364,7076230.27,4345587.23,3367735.41,76.69
2017-05-31,13.3,13.58,11.21,10.78,10942351.0,-2.1,-15.78,32.51,47.824,54.774,4919808.52,3314862.76,2902850.85,68.97
2017-04-28,40.35,41.58,13.31,12.15,5749286.5,-27.19,-67.14,40.99,54.142,56.849,3048863.77,2440467.76,2488427.75,36.24
2017-03-31,50.26,54.89,40.5,40.0,6221659.0,-8.5,-17.35,50.458,59.531,58.419,2304234.29,2060006.1,2401674.39,38.76
2017-02-09,48.56,49.54,49.0,47.77,276687.84,0.47,0.97,54.952,62.187,59.084,1392554.52,1666693.92,2431385.46,5.31
2017-01-26,53.9,56.17,48.53,45.6,1409058.25,-5.08,-9.48,59.112,63.668,58.955,1614944.2,1794122.38,2603113.56,27.03
2016-12-30,60.53,60.55,53.61,51.0,1587627.25,-7.04,-11.61,63.138,64.656,59.259,1709917.0,1881303.68,2717821.39,31.37
2016-11-30,61.67,61.86,60.65,57.88,2026139.12,-2.32,-3.68,67.294,64.486,59.025,1832071.75,1885211.86,3031606.38,40.03
2016-10-28,70.17,71.72,62.97,60.88,1663260.12,-6.83,-9.79,68.604,63.641,60.462,1815777.9,1994651.03,3136336.53,32.86
2016-09-30,68.84,70.88,69.8,64.99,1388636.25,1.14,1.66,69.422,63.343,61.366,1940833.33,2131574.81,3178700.71,27.44
2016-08-31,74.36,75.58,68.66,68.6,1883922.25,-5.73,-7.7,68.224,62.563,61.025,1973300.55,2389883.59,3334304.47,37.22
2016-07-29,67.58,76.5,74.39,65.81,2198401.0,7.19,10.7,66.174,61.723,60.002,2052690.35,2490838.94,3406458.26,43.44
2016-06-30,67.1,70.47,67.2,63.51,1944669.88,0.14,0.21,61.678,59.555,58.684,1938351.98,2536387.74,3414781.11,38.42
2016-05-31,63.76,69.08,67.06,59.58,2288537.25,3.25,5.09,58.678,57.307,57.678,2173524.15,2743342.68,3415652.51,45.4
2016-04-29,58.7,66.9,63.81,54.9,1550972.38,5.4,9.24,57.264,55.981,57.121,2322316.3,3196077.0,3421660.47,30.77
2016-03-31,52.3,59.7,58.41,48.57,2280871.25,6.5,12.52,56.902,54.242,56.631,2806466.62,3412104.74,3463609.8,45.25
2016-02-29,51.95,60.23,51.91,50.6,1626709.12,-0.29,-0.56,57.272,53.862,56.414,2928987.52,3554339.11,3482920.05,32.3
2016-01-29,59.6,59.85,52.2,45.07,3120530.75,-7.79,-12.98,57.432,53.563,57.009,3134423.5,4178000.9,3490212.92,61.95
2015-12-31,61.88,68.22,59.99,58.6,3032498.0,-2.01,-3.24,55.936,57.282,57.344,3313161.2,4278022.03,3402521.26,60.21
2015-11-30,59.0,71.6,62.0,58.0,3971724.0,1.74,2.89,54.698,59.388,60.029,4069837.7,4225826.6,3294978.12,80.07
2015-10-30,53.21,67.69,60.26,52.6,2893475.75,7.55,14.32,51.582,59.487,62.183,4017742.85,4278725.35,3161244.71,58.33
2015-09-30,43.61,54.49,52.71,39.58,2653889.0,7.99,17.87,50.452,58.281,64.495,4179690.7,4322077.58,3065399.48,53.5
2015-08-31,52.0,57.68,44.72,35.77,4014219.25,-9.08,-16.88,49.694,57.813,67.874,5221578.3,4293174.47,2982756.42,80.93
2015-07-31,46.6,62.22,53.8,43.51,6815880.5,7.38,15.9,58.628,58.049,69.873,5242882.85,4087962.34,2842784.69,137.41
2015-06-30,60.07,66.08,46.42,38.51,3711249.75,-8.19,-15.0,64.078,58.261,71.233,4381815.5,3647243.94,2558321.74,74.82
2015-05-12,48.99,56.34,54.61,45.5,3703215.0,5.69,11.63,67.392,59.019,72.502,4539707.85,3515114.86,2432261.52,74.83
2015-04-30,89.01,110.88,48.92,45.0,7863327.0,-40.47,-45.27,66.11,58.966,72.621,4464464.45,3411500.99,2287243.99,158.89
2015-03-31,80.99,94.88,89.39,75.76,4120742.0,8.34,10.29,65.932,60.454,72.87,3364770.65,2802424.94,1937049.3,189.13
2015-02-27,62.43,81.05,81.05,62.33,2510543.75,18.06,28.67,57.47,57.405,70.997,2933041.83,2527020.49,1768747.99,115.23
2015-01-30,48.2,70.7,62.99,46.0,4500711.5,14.79,30.68,52.444,60.67,68.893,2912672.38,2364129.64,1666934.13,206.57
2014-12-31,47.81,51.45,48.2,42.5,3326998.0,0.17,0.35,50.646,64.879,67.44,2490521.88,2043764.08,1480191.97,152.7
2014-11-28,47.2,50.2,48.03,42.05,2364858.0,0.95,2.02,51.822,70.709,66.685,2358537.53,1808721.39,1332266.01,111.29
2014-10-31,56.54,61.51,47.08,45.6,1962097.88,-8.84,-15.81,54.976,77.934,65.776,2240079.23,1672338.36,1241674.28,92.34
2014-09-30,54.0,60.0,55.92,53.5,2408696.5,1.92,3.56,57.34,81.696,64.602,2120999.15,1597607.04,1159446.22,113.35
2014-08-29,53.71,58.3,54.0,52.39,2389959.0,-0.08,-0.15,68.896,84.204,62.83,1815586.9,1469399.55,1065591.22,112.47
2014-07-31,64.01,71.0,54.08,51.0,2667076.25,-9.72,-15.23,79.112,85.984,60.975,1597006.28,1349408.19,966426.54,125.51
2014-06-30,58.8,63.8,63.8,51.09,1772566.5,4.9,8.32,89.596,86.276,58.992,1258905.25,1162986.99,843348.82,83.42
2014-05-30,114.0,121.02,58.9,49.01,1366697.5,-54.8,-48.2,100.892,85.285,56.675,1104597.5,1071673.66,765452.15,64.27
2014-04-30,105.25,114.15,113.7,97.3,881635.25,8.62,8.2,106.052,84.589,54.685,1074214.92,1010475.49,718122.23,86.64
2014-03-31,104.0,136.0,105.08,100.99,1297055.88,-1.42,-1.33,99.512,77.116,49.975,1123212.2,969738.63,709118.28,127.46
2014-02-28,119.88,141.0,106.5,103.3,976571.12,-13.78,-11.46,92.856,70.001,45.566,1101810.1,916619.86,669567.33,95.97
2014-01-30,84.0,126.9,120.28,81.6,1001027.75,35.58,42.01,82.956,62.661,41.056,1067068.74,855810.62,644742.35,98.37
2013-12-31,77.0,92.96,84.7,66.41,1214784.62,3.7,4.57,69.678,53.618,35.814,1038749.81,811010.19,616437.83,119.38
2013-11-29,70.2,82.93,81.0,65.68,1126621.62,9.2,12.81,63.126,47.508,32.344,946736.06,721285.4,583844.39,112.24
2013-10-31,57.0,79.6,71.8,55.5,1190045.38,14.8,25.96,54.72,41.456,29.088,816265.06,661782.9,582004.38,118.56
2013-09-30,53.15,61.01,57.0,49.9,802864.31,3.11,5.77,47.146,35.965,26.199,731429.63,583444.89,552696.57,79.99
2013-08-30,51.94,61.8,53.89,47.16,859433.12,1.95,3.75,42.366,31.708,23.948,644552.51,523710.65,529493.15,85.62
2013-07-31,39.01,56.2,51.94,35.55,754715.88,12.97,33.28,37.558,28.065,21.913,583270.58,459230.64,521275.37,75.19
2013-06-28,34.0,41.98,38.97,31.15,474266.59,5.04,14.85,31.89,24.781,19.968,495834.74,425768.97,535588.97,48.25
2013-05-31,33.2,39.68,33.93,32.81,765868.25,0.83,2.51,28.192,22.834,18.72,507300.74,448497.93,534881.94,77.92
2013-04-26,29.61,35.98,33.1,27.5,368478.72,3.25,10.89,24.784,21.13,17.639,435460.15,422514.8,504054.55,37.49
2013-03-29,23.6,30.59,29.85,23.15,553023.44,6.25,26.48,21.05,19.45,16.666,402868.78,433674.09,515127.81,56.27
2013-02-28,20.19,24.9,23.6,19.25,317536.69,3.12,15.23,18.572,18.01,15.888,335190.7,421865.47,499380.55,32.31
2013-01-31,16.8,21.6,20.48,15.9,531596.62,3.59,21.25,17.672,17.18,15.354,355703.21,446403.37,493177.75,54.09
