date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-17,8.08,8.22,7.85,7.8,0.0,-0.19,-2.37,8.47,9.854,11.278,0.0,1611539.28,3669767.32,0.0
2018-04-27,8.22,8.52,8.01,7.82,0.0,-0.24,-2.91,8.844,10.264,11.535,0.0,2318442.63,3881689.54,0.0
2018-03-30,8.45,8.9,8.25,7.7,0.0,-0.29,-3.4,9.388,10.586,11.837,204866.81,2712410.63,4304901.29,0.0
2018-02-28,9.68,9.76,8.54,8.1,0.0,-1.16,-11.96,9.904,10.88,12.125,734446.66,3042250.93,4862063.14,0.0
2018-01-31,9.78,10.5,9.7,9.4,0.0,-0.02,-0.21,10.638,11.22,12.368,1652012.56,3359743.66,5464159.34,0.0
2017-12-29,10.68,10.81,9.72,9.56,0.0,-1.01,-9.41,11.238,11.485,12.514,3223078.56,3870148.56,5816429.77,0.0
2017-11-30,10.82,11.32,10.73,10.49,1024334.06,-0.1,-0.92,11.684,11.824,12.643,4636885.26,4420250.51,6338427.12,3.54
2017-10-31,12.47,12.56,10.83,10.77,2647899.25,-1.38,-11.3,11.784,12.038,12.778,5219954.45,4682878.13,7405626.91,9.16
2017-09-29,12.69,12.85,12.21,12.01,4587829.5,-0.49,-3.86,11.856,12.282,12.73,5350055.2,5002384.45,7605097.0,15.87
2017-08-31,11.92,12.94,12.7,11.51,7855330.0,0.75,6.28,11.802,12.521,12.656,5067474.75,5811717.8,7833084.73,27.17
2017-07-31,11.21,12.06,11.95,10.82,7069033.5,0.72,6.41,11.732,12.702,12.823,4517218.55,5727995.35,8120391.83,24.45
2017-06-30,11.19,11.52,11.23,10.72,3939680.0,0.04,0.36,11.964,12.806,12.981,4203615.75,5444936.45,8985564.55,13.63
2017-05-31,11.92,11.92,11.19,10.54,3298403.0,-0.75,-6.28,12.292,13.087,13.165,4145801.8,5897391.95,9260937.75,11.41
2017-04-28,12.37,12.72,11.94,11.78,3174927.25,-0.41,-3.32,12.708,13.37,13.152,4654713.7,6681875.35,9459956.28,10.98
2017-03-31,13.1,13.34,12.35,12.26,5104049.0,-0.76,-5.8,13.24,13.515,13.164,6555960.85,7568575.03,9874903.01,17.65
2017-02-28,12.88,13.74,13.11,12.75,5501019.5,0.24,1.86,13.672,13.542,13.391,6938772.15,7762710.98,10540062.86,19.03
2017-01-26,13.24,13.53,12.87,12.71,3650610.25,-0.4,-3.01,13.648,13.462,13.758,6686257.15,8256603.73,11040697.64,12.63
2016-12-30,14.63,14.77,13.27,12.79,5842962.5,-1.33,-9.11,13.882,13.517,14.453,7648982.1,10128375.7,11677545.93,22.55
2016-11-30,14.4,16.11,14.6,14.35,12681163.0,0.09,0.62,14.032,13.178,15.089,8709037.0,10207809.55,13132576.8,48.94
2016-10-31,13.11,14.95,14.51,13.0,7018105.5,1.52,11.7,13.79,12.791,15.504,8581189.2,9854451.65,14009938.35,27.09
2016-09-30,13.99,14.05,12.99,12.6,4238444.5,-1.05,-7.48,13.412,12.944,15.822,8586649.8,10512788.3,14618122.88,16.36
2016-08-31,13.58,15.01,14.04,13.05,8464235.0,0.02,0.14,13.276,13.156,16.053,9826950.3,12526192.65,15632026.05,32.67
