,Time,SC,Brent,WTI,EX
704,2018-05-22 22:30:00,489.8,78.97,71.85,6.3709
705,2018-05-22 23:00:00,491.5,79.03,71.89,6.3709
706,2018-05-22 23:30:00,491.9,79.09,71.94,6.3709
707,2018-05-23 00:00:00,492.6,79.25,72.0,6.3852
708,2018-05-23 00:30:00,490.1,79.07,71.92,6.3852
709,2018-05-23 01:00:00,488.8,79.07,71.92,6.3852
710,2018-05-23 01:30:00,486.6,79.03,71.92,6.3852
711,2018-05-23 02:00:00,488.2,79.21,71.98,6.3852
712,2018-05-23 02:30:00,488.6,79.08,71.95,6.3852
713,2018-05-23 09:00:00,486.7,79.05,71.91,6.3852
714,2018-05-23 09:30:00,486.8,79.03,71.98,6.3852
715,2018-05-23 10:00:00,485.3,78.72,71.53,6.3852
716,2018-05-23 10:30:00,484.6,78.7,71.45,6.3852
717,2018-05-23 11:00:00,483.3,79.0,71.57,6.3852
718,2018-05-23 11:30:00,484.3,79.41,71.83,6.3852
719,2018-05-23 13:30:00,484.3,79.32,71.6,6.3852
720,2018-05-23 14:00:00,484.3,79.81,71.84,6.3852
721,2018-05-23 14:30:00,485.4,79.69,71.72,6.3852
722,2018-05-23 15:00:00,484.6,79.66,71.69,6.3852
723,2018-05-23 21:00:00,484.6,79.62,71.72,6.3852
724,2018-05-23 21:30:00,486.6,79.47,71.62,6.3852
725,2018-05-23 22:00:00,485.6,79.53,71.68,6.3852
726,2018-05-23 22:30:00,481.7,79.53,71.68,6.3852
727,2018-05-23 23:00:00,480.2,79.54,71.65,6.3852
728,2018-05-23 23:30:00,481.1,79.53,71.64,6.3852
729,2018-05-24 00:00:00,484.1,79.53,71.64,6.3846
730,2018-05-24 00:30:00,483.5,79.43,71.58,6.3846
731,2018-05-24 01:00:00,482.9,79.45,71.59,6.3846
732,2018-05-24 01:30:00,483.8,79.47,71.6,6.3846
733,2018-05-24 02:00:00,483.5,79.5,71.62,6.3846
734,2018-05-24 02:30:00,486.7,79.52,71.65,6.3846
735,2018-05-24 09:00:00,485.1,78.66,70.66,6.3846
736,2018-05-24 09:30:00,485.8,78.9,70.82,6.3846
737,2018-05-24 10:00:00,485.4,78.89,70.91,6.3846
738,2018-05-24 10:30:00,485.7,79.11,71.1,6.3846
739,2018-05-24 11:00:00,485.8,79.07,71.06,6.3846
740,2018-05-24 11:30:00,485.5,79.15,71.09,6.3846
741,2018-05-24 13:30:00,484.5,79.05,70.91,6.3846
742,2018-05-24 14:00:00,484.9,78.83,70.76,6.3846
743,2018-05-24 14:30:00,485.2,78.77,70.68,6.3846
744,2018-05-24 15:00:00,485.0,78.87,70.75,6.3846
745,2018-05-24 21:00:00,480.3,78.85,70.72,6.3846
746,2018-05-24 21:30:00,478.5,78.73,70.66,6.3846
747,2018-05-24 22:00:00,482.3,78.68,70.61,6.3846
748,2018-05-24 22:30:00,482.0,78.67,70.61,6.3846
749,2018-05-24 23:00:00,482.9,78.68,70.66,6.3846
750,2018-05-24 23:30:00,481.9,78.65,70.66,6.3846
751,2018-05-25 00:00:00,482.1,78.67,70.68,6.3891
752,2018-05-25 00:30:00,482.2,78.67,70.64,6.3891
753,2018-05-25 01:00:00,482.3,78.66,70.61,6.3891
754,2018-05-25 01:30:00,481.3,78.57,70.54,6.3891
755,2018-05-25 02:00:00,481.7,78.49,70.49,6.3891
756,2018-05-25 02:30:00,480.2,78.41,70.44,6.3891
757,2018-05-25 09:00:00,479.9,77.02,68.85,6.3891
758,2018-05-25 09:30:00,480.8,77.03,68.75,6.3891
759,2018-05-25 10:00:00,480.7,76.65,68.4,6.3891
760,2018-05-25 10:30:00,480.5,76.8,68.46,6.3891
761,2018-05-25 11:00:00,480.4,76.4,67.97,6.3891
762,2018-05-25 11:30:00,479.9,76.2,67.78,6.3891
763,2018-05-25 13:30:00,479.0,76.34,67.83,6.3891
764,2018-05-25 14:00:00,478.3,76.44,67.92,6.3891
765,2018-05-25 14:30:00,478.4,76.37,67.79,6.3891
766,2018-05-25 15:00:00,477.4,76.36,67.73,6.3891
767,2018-05-28 09:00:00,461.1,75.06,66.39,6.3938
768,2018-05-28 09:30:00,459.2,75.23,66.46,6.3938
769,2018-05-28 10:00:00,457.3,75.46,66.56,6.3938
770,2018-05-28 10:30:00,457.5,75.26,66.4,6.3938
771,2018-05-28 11:00:00,457.4,75.39,66.56,6.3938
772,2018-05-28 11:30:00,457.7,75.34,66.54,6.3938
773,2018-05-28 21:00:00,462.1,75.45,66.75,6.3938
774,2018-05-28 21:30:00,460.2,75.55,66.84,6.3938
775,2018-05-28 22:00:00,461.6,75.78,66.83,6.3938
776,2018-05-28 22:30:00,462.8,75.61,66.79,6.3938
777,2018-05-28 23:00:00,462.2,75.58,66.77,6.3938
778,2018-05-28 23:30:00,462.4,75.63,66.8,6.3938
779,2018-05-29 00:00:00,462.1,75.66,66.81,6.4188
780,2018-05-29 00:30:00,463.5,75.65,66.82,6.4188
781,2018-05-29 01:00:00,462.2,75.63,66.82,6.4188
782,2018-05-29 01:30:00,462.1,75.55,66.79,6.4188
783,2018-05-29 02:00:00,462.6,75.53,66.78,6.4188
784,2018-05-29 02:30:00,462.2,75.45,66.73,6.4188
785,2018-05-29 09:00:00,463.4,75.99,67.07,6.4188
786,2018-05-29 09:30:00,462.6,75.8,66.96,6.4188
787,2018-05-29 10:00:00,464.5,75.7,66.95,6.4188
788,2018-05-29 10:30:00,465.0,75.46,66.74,6.4188
789,2018-05-29 11:00:00,464.9,75.2,66.62,6.4188
790,2018-05-29 11:30:00,465.4,74.74,66.14,6.4188
791,2018-05-29 13:30:00,465.2,75.24,66.64,6.4188
792,2018-05-29 14:00:00,465.4,75.37,66.75,6.4188
793,2018-05-29 14:30:00,464.6,75.24,66.67,6.4188
794,2018-05-29 15:00:00,463.8,75.33,66.74,6.4188
